ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C3-O1)_mean,EEG (C3-O1)_std,EEG (C3-O1)_max,EEG (C3-O1)_min,EEG (C3-O1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
0.08397813333333333,0.2392456356728698,1.786,-0.862,0.06054534998364417,120.32871715544294,28.54882333595688,208.3935792744782,74.13119615160403,765.0573998540816,0.003816104575163398,0.012890668369225075,0.058823529411764705,-0.03372549019607843,0.00014214650504174264,-0.036492478226444976,0.23630483068696453,0.47980997624703087,-0.6769596199524941,0.009062469243220574,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08434906666666668,0.24387462629896992,1.788,-0.846,0.0578165787869485,124.31910228575012,28.036355849960902,204.7214457189808,82.16398830425462,841.9034218109305,0.003970718954248366,0.01323832988600862,0.047058823529411764,-0.04392156862745098,0.00014298934902210822,-0.022190340459224068,0.20773157768479583,0.42280285035629456,-0.5486935866983373,0.008986434862362367,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08467999999999999,0.22999880695342748,1.774,-0.896,0.0532908560181444,114.72247085626505,29.310378773256797,207.93456258004102,72.52463772107392,700.8965407157597,0.003772705882352941,0.014030011426727886,0.07215686274509804,-0.052941176470588235,0.00015650380273582118,-0.013212351543942989,0.2672084181783938,0.6270783847980997,-0.7980997624703088,0.014212687638781831,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0845208,0.22487267441975545,1.798,-0.874,0.05378330626609305,115.2536755761807,29.415703435674473,211.37718778831984,73.67217945716685,687.8966293815573,0.003776,0.01235484295285026,0.08313725490196078,-0.04823529411764706,0.00012005785211755613,-0.039463182897862235,0.28525047264760994,0.6009501187648456,-0.7339667458432304,0.016856021325100588,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08443226666666666,0.230801253200372,1.848,-0.84,0.05342696237423168,121.98240129993526,29.126813202083817,215.9673547326916,77.80332970710144,789.3106482116934,0.004195398692810457,0.012261768055089562,0.06313725490196079,-0.042352941176470586,0.00014236982083413286,-0.007313697545526517,0.30734005341376025,0.6745843230403801,-0.8764845605700713,0.01913544914604962,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08476320000000002,0.22725077819982634,1.814,-0.854,0.05565343998059295,109.90637589489128,25.802791635854568,193.70504505248854,72.52463772107392,615.3046028653528,0.0038008888888888892,0.0110191340362556,0.05529411764705883,-0.03529411764705882,0.00010024733868607612,-0.028471575613618363,0.254830501841881,0.4750593824228028,-0.6935866983372921,0.012616852729621304,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08538533333333334,0.23897470392956285,1.814,-0.892,0.05595511024965371,122.19905717970961,29.739241697507946,213.67227126050574,75.27873788769698,781.6849072171784,0.004327581699346405,0.01629947066796051,0.10509803921568628,-0.10156862745098039,0.00023516850054751412,-0.01687094220110848,0.3294867183692856,0.5795724465558195,-1.03562945368171,0.017321771712152823,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08523066666666666,0.22850690228719328,1.688,-0.842,0.052870506024194144,113.10813974304246,29.159514743362994,210.91817109388268,68.8525041655765,717.0895348869826,0.003635137254901961,0.01247452962650446,0.05019607843137255,-0.05215686274509804,0.00013530342807759903,-0.029569596199524942,0.20921002372649886,0.5558194774346793,-0.6555819477434679,0.00938110228480723,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08457013333333334,0.23083683880174374,1.726,-0.856,0.0535496193354889,118.14205342648312,29.353516259390815,211.83620448275704,73.44267110994826,780.5361173160044,0.004080470588235294,0.015149357211041258,0.08666666666666667,-0.05215686274509804,0.00017448854990577897,-0.01949897070467142,0.2577742573697244,0.6460807600950119,-0.7719714964370546,0.014137876217971171,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.08536373333333334,0.23584002593155293,1.824,-0.908,0.05745031050708639,116.9524963622927,26.390927752946098,197.14767026076737,78.03283805432004,725.0048195375388,0.0038412026143790847,0.012436965416772347,0.05215686274509804,-0.045098039215686274,0.00012562641387929102,-0.02631512272367379,0.25903530087613064,0.4418052256532066,-0.6555819477434679,0.014753468384655336,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
